name,is_baby,is_legendary,is_mythical,is_pokemon
crawdaunt,False,False,False,True
baltoy,False,False,False,True
claydol,False,False,False,True
lileep,False,False,False,True
cradily,False,False,False,True
anorith,False,False,False,True
armaldo,False,False,False,True
feebas,False,False,False,True
milotic,False,False,False,True
castform,False,False,False,True
kecleon,False,False,False,True
shuppet,False,False,False,True
banette,False,False,False,True
duskull,False,False,False,True
dusclops,False,False,False,True
tropius,False,False,False,True
chimecho,False,False,False,True
absol,False,False,False,True
wynaut,True,False,False,True
snorunt,False,False,False,True
glalie,False,False,False,True
spheal,False,False,False,True
sealeo,False,False,False,True
walrein,False,False,False,True
clamperl,False,False,False,True
huntail,False,False,False,True
gorebyss,False,False,False,True
relicanth,False,False,False,True
luvdisc,False,False,False,True
bagon,False,False,False,True
shelgon,False,False,False,True
salamence,False,False,False,True
beldum,False,False,False,True
metang,False,False,False,True
metagross,False,False,False,True
regirock,False,True,False,True
regice,False,True,False,True
registeel,False,True,False,True
latias,False,True,False,True
latios,False,True,False,True
kyogre,False,True,False,True
groudon,False,True,False,True
rayquaza,False,True,False,True
jirachi,False,False,True,True
deoxys,False,False,True,True
turtwig,False,False,False,True
grotle,False,False,False,True
torterra,False,False,False,True
chimchar,False,False,False,True
monferno,False,False,False,True
infernape,False,False,False,True
piplup,False,False,False,True
prinplup,False,False,False,True
empoleon,False,False,False,True
starly,False,False,False,True
staravia,False,False,False,True
staraptor,False,False,False,True
bidoof,False,False,False,True
bibarel,False,False,False,True
kricketot,False,False,False,True
kricketune,False,False,False,True
shinx,False,False,False,True
luxio,False,False,False,True
luxray,False,False,False,True
budew,True,False,False,True
roserade,False,False,False,True
cranidos,False,False,False,True
rampardos,False,False,False,True
shieldon,False,False,False,True
bastiodon,False,False,False,True
burmy,False,False,False,True
wormadam,False,False,False,True
mothim,False,False,False,True
combee,False,False,False,True
vespiquen,False,False,False,True
pachirisu,False,False,False,True
buizel,False,False,False,True
floatzel,False,False,False,True
cherubi,False,False,False,True
cherrim,False,False,False,True
shellos,False,False,False,True
gastrodon,False,False,False,True
ambipom,False,False,False,True
drifloon,False,False,False,True
drifblim,False,False,False,True
buneary,False,False,False,True
lopunny,False,False,False,True
mismagius,False,False,False,True
honchkrow,False,False,False,True
glameow,False,False,False,True
purugly,False,False,False,True
chingling,True,False,False,True
stunky,False,False,False,True
skuntank,False,False,False,True
bronzor,False,False,False,True
bronzong,False,False,False,True
bonsly,True,False,False,True
mime-jr,True,False,False,True
happiny,True,False,False,True
chatot,False,False,False,True
spiritomb,False,False,False,True
gible,False,False,False,True
gabite,False,False,False,True
garchomp,False,False,False,True
munchlax,True,False,False,True
riolu,True,False,False,True
lucario,False,False,False,True
hippopotas,False,False,False,True
hippowdon,False,False,False,True
skorupi,False,False,False,True
drapion,False,False,False,True
croagunk,False,False,False,True
toxicroak,False,False,False,True
carnivine,False,False,False,True
finneon,False,False,False,True
lumineon,False,False,False,True
mantyke,True,False,False,True
snover,False,False,False,True
abomasnow,False,False,False,True
weavile,False,False,False,True
magnezone,False,False,False,True
lickilicky,False,False,False,True
rhyperior,False,False,False,True
tangrowth,False,False,False,True
electivire,False,False,False,True
magmortar,False,False,False,True
togekiss,False,False,False,True
yanmega,False,False,False,True
leafeon,False,False,False,True
glaceon,False,False,False,True
gliscor,False,False,False,True
mamoswine,False,False,False,True
porygon-z,False,False,False,True
gallade,False,False,False,True
probopass,False,False,False,True
dusknoir,False,False,False,True
froslass,False,False,False,True
rotom,False,False,False,True
uxie,False,True,False,True
mesprit,False,True,False,True
azelf,False,True,False,True
dialga,False,True,False,True
palkia,False,True,False,True
heatran,False,True,False,True
regigigas,False,True,False,True
giratina,False,True,False,True
cresselia,False,True,False,True
phione,False,False,True,True
manaphy,False,False,True,True
darkrai,False,False,True,True
shaymin,False,False,True,True
arceus,False,False,True,True
victini,False,False,True,True
snivy,False,False,False,True
servine,False,False,False,True
serperior,False,False,False,True
tepig,False,False,False,True
pignite,False,False,False,True
emboar,False,False,False,True
oshawott,False,False,False,True
dewott,False,False,False,True
samurott,False,False,False,True
patrat,False,False,False,True
watchog,False,False,False,True
lillipup,False,False,False,True
herdier,False,False,False,True
stoutland,False,False,False,True
purrloin,False,False,False,True
liepard,False,False,False,True
pansage,False,False,False,True
simisage,False,False,False,True
pansear,False,False,False,True
simisear,False,False,False,True
panpour,False,False,False,True
simipour,False,False,False,True
munna,False,False,False,True
musharna,False,False,False,True
pidove,False,False,False,True
tranquill,False,False,False,True
unfezant,False,False,False,True
blitzle,False,False,False,True
zebstrika,False,False,False,True
roggenrola,False,False,False,True
boldore,False,False,False,True
gigalith,False,False,False,True
woobat,False,False,False,True
swoobat,False,False,False,True
drilbur,False,False,False,True
excadrill,False,False,False,True
audino,False,False,False,True
timburr,False,False,False,True
gurdurr,False,False,False,True
conkeldurr,False,False,False,True
tympole,False,False,False,True
palpitoad,False,False,False,True
seismitoad,False,False,False,True
throh,False,False,False,True
sawk,False,False,False,True
sewaddle,False,False,False,True
swadloon,False,False,False,True
leavanny,False,False,False,True
venipede,False,False,False,True
whirlipede,False,False,False,True
scolipede,False,False,False,True
cottonee,False,False,False,True
whimsicott,False,False,False,True
petilil,False,False,False,True
lilligant,False,False,False,True
basculin,False,False,False,True
sandile,False,False,False,True
krokorok,False,False,False,True
krookodile,False,False,False,True
darumaka,False,False,False,True
darmanitan,False,False,False,True
maractus,False,False,False,True
dwebble,False,False,False,True
crustle,False,False,False,True
scraggy,False,False,False,True
scrafty,False,False,False,True
sigilyph,False,False,False,True
yamask,False,False,False,True
cofagrigus,False,False,False,True
tirtouga,False,False,False,True
carracosta,False,False,False,True
archen,False,False,False,True
archeops,False,False,False,True
trubbish,False,False,False,True
garbodor,False,False,False,True
zorua,False,False,False,True
zoroark,False,False,False,True
minccino,False,False,False,True
cinccino,False,False,False,True
gothita,False,False,False,True
gothorita,False,False,False,True
gothitelle,False,False,False,True
solosis,False,False,False,True
duosion,False,False,False,True
reuniclus,False,False,False,True
ducklett,False,False,False,True
swanna,False,False,False,True
vanillite,False,False,False,True
vanillish,False,False,False,True
vanilluxe,False,False,False,True
deerling,False,False,False,True
sawsbuck,False,False,False,True
emolga,False,False,False,True
karrablast,False,False,False,True
escavalier,False,False,False,True
foongus,False,False,False,True
amoonguss,False,False,False,True
frillish,False,False,False,True
jellicent,False,False,False,True
alomomola,False,False,False,True
joltik,False,False,False,True
galvantula,False,False,False,True
ferroseed,False,False,False,True
ferrothorn,False,False,False,True
klink,False,False,False,True
klang,False,False,False,True
klinklang,False,False,False,True
tynamo,False,False,False,True
eelektrik,False,False,False,True
eelektross,False,False,False,True
elgyem,False,False,False,True
beheeyem,False,False,False,True
litwick,False,False,False,True
lampent,False,False,False,True
chandelure,False,False,False,True
axew,False,False,False,True
fraxure,False,False,False,True
haxorus,False,False,False,True
cubchoo,False,False,False,True
beartic,False,False,False,True
cryogonal,False,False,False,True
shelmet,False,False,False,True
accelgor,False,False,False,True
stunfisk,False,False,False,True
mienfoo,False,False,False,True
mienshao,False,False,False,True
druddigon,False,False,False,True
golett,False,False,False,True
golurk,False,False,False,True
pawniard,False,False,False,True
bisharp,False,False,False,True
bouffalant,False,False,False,True
rufflet,False,False,False,True
braviary,False,False,False,True
vullaby,False,False,False,True
mandibuzz,False,False,False,True
heatmor,False,False,False,True
durant,False,False,False,True
deino,False,False,False,True
zweilous,False,False,False,True
hydreigon,False,False,False,True
larvesta,False,False,False,True
volcarona,False,False,False,True
cobalion,False,True,False,True
terrakion,False,True,False,True
virizion,False,True,False,True
tornadus,False,True,False,True
thundurus,False,True,False,True
reshiram,False,True,False,True
zekrom,False,True,False,True
landorus,False,True,False,True
kyurem,False,True,False,True
keldeo,False,False,True,True
meloetta,False,False,True,True
genesect,False,False,True,True
chespin,False,False,False,True
quilladin,False,False,False,True
chesnaught,False,False,False,True
fennekin,False,False,False,True
braixen,False,False,False,True
delphox,False,False,False,True
froakie,False,False,False,True
frogadier,False,False,False,True
greninja,False,False,False,True
bunnelby,False,False,False,True
diggersby,False,False,False,True
fletchling,False,False,False,True
fletchinder,False,False,False,True
talonflame,False,False,False,True
scatterbug,False,False,False,True
spewpa,False,False,False,True
vivillon,False,False,False,True
litleo,False,False,False,True
pyroar,False,False,False,True
flabebe,False,False,False,True
floette,False,False,False,True
florges,False,False,False,True
skiddo,False,False,False,True
gogoat,False,False,False,True
pancham,False,False,False,True
pangoro,False,False,False,True
furfrou,False,False,False,True
espurr,False,False,False,True
meowstic,False,False,False,True
honedge,False,False,False,True
doublade,False,False,False,True
aegislash,False,False,False,True
spritzee,False,False,False,True
aromatisse,False,False,False,True
swirlix,False,False,False,True
slurpuff,False,False,False,True
inkay,False,False,False,True
malamar,False,False,False,True
binacle,False,False,False,True
barbaracle,False,False,False,True
skrelp,False,False,False,True
dragalge,False,False,False,True
clauncher,False,False,False,True
clawitzer,False,False,False,True
helioptile,False,False,False,True
heliolisk,False,False,False,True
tyrunt,False,False,False,True
tyrantrum,False,False,False,True
amaura,False,False,False,True
aurorus,False,False,False,True
sylveon,False,False,False,True
hawlucha,False,False,False,True
dedenne,False,False,False,True
carbink,False,False,False,True
goomy,False,False,False,True
sliggoo,False,False,False,True
goodra,False,False,False,True
klefki,False,False,False,True
phantump,False,False,False,True
trevenant,False,False,False,True
pumpkaboo,False,False,False,True
gourgeist,False,False,False,True
bergmite,False,False,False,True
avalugg,False,False,False,True
noibat,False,False,False,True
noivern,False,False,False,True
xerneas,False,True,False,True
yveltal,False,True,False,True
zygarde,False,True,False,True
diancie,False,False,True,True
hoopa,False,False,True,True
volcanion,False,False,True,True
rowlet,False,False,False,True
dartrix,False,False,False,True
decidueye,False,False,False,True
litten,False,False,False,True
torracat,False,False,False,True
incineroar,False,False,False,True
popplio,False,False,False,True
brionne,False,False,False,True
primarina,False,False,False,True
pikipek,False,False,False,True
trumbeak,False,False,False,True
toucannon,False,False,False,True
yungoos,False,False,False,True
gumshoos,False,False,False,True
grubbin,False,False,False,True
charjabug,False,False,False,True
vikavolt,False,False,False,True
crabrawler,False,False,False,True
crabominable,False,False,False,True
oricorio,False,False,False,True
cutiefly,False,False,False,True
ribombee,False,False,False,True
rockruff,False,False,False,True
lycanroc,False,False,False,True
wishiwashi,False,False,False,True
mareanie,False,False,False,True
toxapex,False,False,False,True
mudbray,False,False,False,True
mudsdale,False,False,False,True
dewpider,False,False,False,True
araquanid,False,False,False,True
fomantis,False,False,False,True
lurantis,False,False,False,True
morelull,False,False,False,True
shiinotic,False,False,False,True
salandit,False,False,False,True
salazzle,False,False,False,True
stufful,False,False,False,True
bewear,False,False,False,True
bounsweet,False,False,False,True
steenee,False,False,False,True
tsareena,False,False,False,True
comfey,False,False,False,True
oranguru,False,False,False,True
passimian,False,False,False,True
wimpod,False,False,False,True
golisopod,False,False,False,True
sandygast,False,False,False,True
palossand,False,False,False,True
pyukumuku,False,False,False,True
type-null,False,False,False,True
silvally,False,True,False,True
minior,False,False,False,True
komala,False,False,False,True
turtonator,False,False,False,True
togedemaru,False,False,False,True
mimikyu,False,False,False,True
bruxish,False,False,False,True
drampa,False,False,False,True
dhelmise,False,False,False,True
jangmo-o,False,False,False,True
hakamo-o,False,False,False,True
kommo-o,False,False,False,True
tapu-koko,False,True,False,True
tapu-lele,False,True,False,True
tapu-bulu,False,True,False,True
tapu-fini,False,True,False,True
cosmog,False,True,False,True
cosmoem,False,True,False,True
solgaleo,False,True,False,True
lunala,False,True,False,True
nihilego,False,False,False,True
buzzwole,False,False,False,True
pheromosa,False,False,False,True
xurkitree,False,False,False,True
celesteela,False,False,False,True
kartana,False,False,False,True
guzzlord,False,False,False,True
necrozma,False,True,False,True
magearna,False,False,True,True
marshadow,False,False,True,True
poipole,False,False,False,True
naganadel,False,False,False,True
stakataka,False,False,False,True
blacephalon,False,False,False,True
zeraora,False,False,True,True
meltan,False,False,True,True
melmetal,False,False,True,True
grookey,False,False,False,True
thwackey,False,False,False,True
rillaboom,False,False,False,True
scorbunny,False,False,False,True
raboot,False,False,False,True
cinderace,False,False,False,True
sobble,False,False,False,True
drizzile,False,False,False,True
inteleon,False,False,False,True
skwovet,False,False,False,True
greedent,False,False,False,True
rookidee,False,False,False,True
corvisquire,False,False,False,True
corviknight,False,False,False,True
blipbug,False,False,False,True
dottler,False,False,False,True
orbeetle,False,False,False,True
nickit,False,False,False,True
thievul,False,False,False,True
gossifleur,False,False,False,True
eldegoss,False,False,False,True
wooloo,False,False,False,True
dubwool,False,False,False,True
chewtle,False,False,False,True
drednaw,False,False,False,True
yamper,False,False,False,True
boltund,False,False,False,True
rolycoly,False,False,False,True
carkol,False,False,False,True
coalossal,False,False,False,True
applin,False,False,False,True
flapple,False,False,False,True
appletun,False,False,False,True
silicobra,False,False,False,True
sandaconda,False,False,False,True
cramorant,False,False,False,True
arrokuda,False,False,False,True
barraskewda,False,False,False,True
toxel,True,False,False,True
toxtricity,False,False,False,True
sizzlipede,False,False,False,True
centiskorch,False,False,False,True
clobbopus,False,False,False,True
grapploct,False,False,False,True
sinistea,False,False,False,True
polteageist,False,False,False,True
hatenna,False,False,False,True
hattrem,False,False,False,True
hatterene,False,False,False,True
impidimp,False,False,False,True
morgrem,False,False,False,True
grimmsnarl,False,False,False,True
obstagoon,False,False,False,True
perrserker,False,False,False,True
cursola,False,False,False,True
sirfetchd,False,False,False,True
mr-rime,False,False,False,True
runerigus,False,False,False,True
milcery,False,False,False,True
alcremie,False,False,False,True
falinks,False,False,False,True
pincurchin,False,False,False,True
snom,False,False,False,True
frosmoth,False,False,False,True
stonjourner,False,False,False,True
eiscue,False,False,False,True
indeedee,False,False,False,True
morpeko,False,False,False,True
cufant,False,False,False,True
copperajah,False,False,False,True
dracozolt,False,False,False,True
arctozolt,False,False,False,True
dracovish,False,False,False,True
arctovish,False,False,False,True
duraludon,False,False,False,True
dreepy,False,False,False,True
drakloak,False,False,False,True
dragapult,False,False,False,True
zacian,False,True,False,True
zamazenta,False,True,False,True
eternatus,False,True,False,True
kubfu,False,True,False,True
urshifu,False,True,False,True
zarude,False,False,True,True
regieleki,False,True,False,True
regidrago,False,True,False,True
glastrier,False,True,False,True
spectrier,False,True,False,True
calyrex,False,True,False,True
