name,is_baby,is_legendary,is_mythical,is_pokemon
druddigon,False,False,False,True
golett,False,False,False,True
golurk,False,False,False,True
deino,False,False,False,True
zweilous,False,False,False,True
hydreigon,False,False,False,True
slakoth,False,False,False,True
vigoroth,False,False,False,True
slaking,False,False,False,True
corphish,False,False,False,True
crawdaunt,False,False,False,True
igglybuff,True,False,False,True
jigglypuff,False,False,False,True
wigglytuff,False,False,False,True
lickitung,False,False,False,True
lickilicky,False,False,False,True
yanma,False,False,False,True
yanmega,False,False,False,True
tropius,False,False,False,True
carnivine,False,False,False,True
croagunk,False,False,False,True
toxicroak,False,False,False,True
larvitar,False,False,False,True
pupitar,False,False,False,True
tyranitar,False,False,False,True
reshiram,False,True,False,True
zekrom,False,True,False,True
kyurem,False,True,False,True
keldeo,False,False,True,True
meloetta,False,False,True,True
genesect,False,False,True,True
